country,city,geo_type,date,driving_waze
Brazil,Recife,city,2021-01-16,-25.0
Brazil,Recife,city,2021-01-17,-7.000000000000001
Brazil,Recife,city,2021-01-18,3.0
Brazil,Recife,city,2021-01-19,-14.000000000000002
Brazil,Recife,city,2021-01-20,-15.0
Brazil,Recife,city,2021-01-21,-14.000000000000002
Brazil,Recife,city,2021-01-22,-17.0
Brazil,Recife,city,2021-01-23,-27.0
Brazil,Recife,city,2021-01-24,-9.0
Brazil,Recife,city,2021-01-25,6.0
Brazil,Recife,city,2021-01-26,-10.0
Brazil,Recife,city,2021-01-27,-20.0
Brazil,Recife,city,2021-01-28,-20.0
Brazil,Recife,city,2021-01-29,-21.0
Brazil,Recife,city,2021-01-30,-23.0
Brazil,Recife,city,2021-01-31,-2.0
Brazil,Recife,city,2021-02-01,7.000000000000001
Brazil,Recife,city,2021-02-02,1.0
Brazil,Recife,city,2021-02-03,-14.000000000000002
Brazil,Recife,city,2021-02-04,-14.000000000000002
Brazil,Recife,city,2021-02-05,-21.0
Brazil,Recife,city,2021-02-06,-18.0
Brazil,Recife,city,2021-02-07,-1.0
Brazil,Recife,city,2021-02-08,9.0
Brazil,Recife,city,2021-02-09,-3.0
Brazil,Recife,city,2021-02-10,-10.0
Brazil,Recife,city,2021-02-11,-9.0
Brazil,Recife,city,2021-02-12,-17.0
Brazil,Recife,city,2021-02-13,-26.0
Brazil,Recife,city,2021-02-14,-24.0
Brazil,Recife,city,2021-02-15,-19.0
Brazil,Recife,city,2021-02-16,-17.0
Brazil,Recife,city,2021-02-17,-19.0
Brazil,Recife,city,2021-02-18,-15.0
Brazil,Recife,city,2021-02-19,-18.0
Brazil,Recife,city,2021-02-20,-23.0
Brazil,Recife,city,2021-02-21,-11.0
Brazil,Recife,city,2021-02-22,8.0
Brazil,Recife,city,2021-02-23,-2.0
Brazil,Recife,city,2021-02-24,-12.0
Brazil,Recife,city,2021-02-25,-14.000000000000002
Brazil,Recife,city,2021-02-26,-14.000000000000002
Brazil,Recife,city,2021-02-27,-20.0
Brazil,Recife,city,2021-02-28,-18.0
Brazil,Recife,city,2021-03-01,-4.0
Brazil,Recife,city,2021-03-02,-3.0
Brazil,Recife,city,2021-03-03,-16.0
Brazil,Recife,city,2021-03-04,-18.0
Brazil,Recife,city,2021-03-05,-13.0
Brazil,Recife,city,2021-03-06,-48.0
Brazil,Recife,city,2021-03-07,-27.0
Brazil,Recife,city,2021-03-08,2.0
Brazil,Recife,city,2021-03-09,-4.0
Brazil,Recife,city,2021-03-10,-19.0
Brazil,Recife,city,2021-03-11,-18.0
Brazil,Recife,city,2021-03-12,-16.0
Brazil,Recife,city,2021-03-13,-43.0
Brazil,Rio De Janeiro,city,2020-03-01,-15.0
Brazil,Rio De Janeiro,city,2020-03-02,-4.0
Brazil,Rio De Janeiro,city,2020-03-03,-1.0
Brazil,Rio De Janeiro,city,2020-03-04,-9.0
Brazil,Rio De Janeiro,city,2020-03-05,-7.000000000000001
Brazil,Rio De Janeiro,city,2020-03-06,-3.0
Brazil,Rio De Janeiro,city,2020-03-07,3.0
Brazil,Rio De Janeiro,city,2020-03-08,11.0
Brazil,Rio De Janeiro,city,2020-03-09,11.0
Brazil,Rio De Janeiro,city,2020-03-10,8.0
Brazil,Rio De Janeiro,city,2020-03-11,-2.0
Brazil,Rio De Janeiro,city,2020-03-12,-2.0
Brazil,Rio De Janeiro,city,2020-03-13,-3.0
Brazil,Rio De Janeiro,city,2020-03-14,-11.0
Brazil,Rio De Janeiro,city,2020-03-15,-12.0
Brazil,Rio De Janeiro,city,2020-03-16,-6.0
Brazil,Rio De Janeiro,city,2020-03-17,-28.000000000000004
Brazil,Rio De Janeiro,city,2020-03-18,-44.0
Brazil,Rio De Janeiro,city,2020-03-19,-52.0
Brazil,Rio De Janeiro,city,2020-03-20,-55.00000000000001
Brazil,Rio De Janeiro,city,2020-03-21,-71.0
Brazil,Rio De Janeiro,city,2020-03-22,-78.0
Brazil,Rio De Janeiro,city,2020-03-23,-61.0
Brazil,Rio De Janeiro,city,2020-03-24,-68.0
Brazil,Rio De Janeiro,city,2020-03-25,-72.0
Brazil,Rio De Janeiro,city,2020-03-26,-72.0
Brazil,Rio De Janeiro,city,2020-03-27,-70.0
Brazil,Rio De Janeiro,city,2020-03-28,-76.0
Brazil,Rio De Janeiro,city,2020-03-29,-77.0
Brazil,Rio De Janeiro,city,2020-03-30,-64.0
Brazil,Rio De Janeiro,city,2020-03-31,-65.0
Brazil,Rio De Janeiro,city,2020-04-01,-68.0
Brazil,Rio De Janeiro,city,2020-04-02,-68.0
Brazil,Rio De Janeiro,city,2020-04-03,-66.0
Brazil,Rio De Janeiro,city,2020-04-04,-73.0
Brazil,Rio De Janeiro,city,2020-04-05,-75.0
Brazil,Rio De Janeiro,city,2020-04-06,-60.0
Brazil,Rio De Janeiro,city,2020-04-07,-62.0
Brazil,Rio De Janeiro,city,2020-04-08,-64.0
Brazil,Rio De Janeiro,city,2020-04-09,-62.0
Brazil,Rio De Janeiro,city,2020-04-10,-75.0
Brazil,Rio De Janeiro,city,2020-04-11,-73.0
Brazil,Rio De Janeiro,city,2020-04-12,-72.0
Brazil,Rio De Janeiro,city,2020-04-13,-59.0
Brazil,Rio De Janeiro,city,2020-04-14,-62.0
Brazil,Rio De Janeiro,city,2020-04-15,-65.0
Brazil,Rio De Janeiro,city,2020-04-16,-66.0
Brazil,Rio De Janeiro,city,2020-04-17,-64.0
Brazil,Rio De Janeiro,city,2020-04-18,-71.0
Brazil,Rio De Janeiro,city,2020-04-19,-74.0
Brazil,Rio De Janeiro,city,2020-04-20,-59.0
Brazil,Rio De Janeiro,city,2020-04-21,-73.0
Brazil,Rio De Janeiro,city,2020-04-22,-61.0
Brazil,Rio De Janeiro,city,2020-04-23,-75.0
Brazil,Rio De Janeiro,city,2020-04-24,-63.0
Brazil,Rio De Janeiro,city,2020-04-25,-71.0
Brazil,Rio De Janeiro,city,2020-04-26,-73.0
Brazil,Rio De Janeiro,city,2020-04-27,-56.99999999999999
Brazil,Rio De Janeiro,city,2020-04-28,-60.0
Brazil,Rio De Janeiro,city,2020-04-29,-63.0
Brazil,Rio De Janeiro,city,2020-04-30,-60.0
Brazil,Rio De Janeiro,city,2020-05-01,-73.0
Brazil,Rio De Janeiro,city,2020-05-02,-72.0
Brazil,Rio De Janeiro,city,2020-05-03,-74.0
Brazil,Rio De Janeiro,city,2020-05-04,-56.00000000000001
Brazil,Rio De Janeiro,city,2020-05-05,-56.99999999999999
Brazil,Rio De Janeiro,city,2020-05-06,-61.0
Brazil,Rio De Janeiro,city,2020-05-07,-62.0
Brazil,Rio De Janeiro,city,2020-05-08,-59.0
Brazil,Rio De Janeiro,city,2020-05-09,-64.0
Brazil,Rio De Janeiro,city,2020-05-10,-63.0
Brazil,Rio De Janeiro,city,2020-05-11,-56.00000000000001
Brazil,Rio De Janeiro,city,2020-05-12,-59.0
Brazil,Rio De Janeiro,city,2020-05-13,-63.0
Brazil,Rio De Janeiro,city,2020-05-14,-64.0
Brazil,Rio De Janeiro,city,2020-05-15,-62.0
Brazil,Rio De Janeiro,city,2020-05-16,-69.0
Brazil,Rio De Janeiro,city,2020-05-17,-71.0
Brazil,Rio De Janeiro,city,2020-05-18,-56.00000000000001
Brazil,Rio De Janeiro,city,2020-05-19,-56.99999999999999
Brazil,Rio De Janeiro,city,2020-05-20,-61.0
Brazil,Rio De Janeiro,city,2020-05-21,-61.0
Brazil,Rio De Janeiro,city,2020-05-22,-60.0
Brazil,Rio De Janeiro,city,2020-05-23,-64.0
Brazil,Rio De Janeiro,city,2020-05-24,-69.0
Brazil,Rio De Janeiro,city,2020-05-25,-53.0
Brazil,Rio De Janeiro,city,2020-05-26,-56.00000000000001
Brazil,Rio De Janeiro,city,2020-05-27,-57.99999999999999
Brazil,Rio De Janeiro,city,2020-05-28,-59.0
Brazil,Rio De Janeiro,city,2020-05-29,-56.00000000000001
Brazil,Rio De Janeiro,city,2020-05-30,-61.0
Brazil,Rio De Janeiro,city,2020-05-31,-65.0
Brazil,Rio De Janeiro,city,2020-06-01,-47.0
Brazil,Rio De Janeiro,city,2020-06-02,-50.0
Brazil,Rio De Janeiro,city,2020-06-03,-55.00000000000001
Brazil,Rio De Janeiro,city,2020-06-04,-55.00000000000001
Brazil,Rio De Janeiro,city,2020-06-05,-51.0
Brazil,Rio De Janeiro,city,2020-06-06,-56.00000000000001
Brazil,Rio De Janeiro,city,2020-06-07,-59.0
Brazil,Rio De Janeiro,city,2020-06-08,-41.0
Brazil,Rio De Janeiro,city,2020-06-09,-45.0
Brazil,Rio De Janeiro,city,2020-06-10,-45.0
Brazil,Rio De Janeiro,city,2020-06-11,-59.0
Brazil,Rio De Janeiro,city,2020-06-12,-47.0
Brazil,Rio De Janeiro,city,2020-06-13,-54.0
Brazil,Rio De Janeiro,city,2020-06-14,-54.0
Brazil,Rio De Janeiro,city,2020-06-15,-38.0
Brazil,Rio De Janeiro,city,2020-06-16,-44.0
Brazil,Rio De Janeiro,city,2020-06-17,-49.0
Brazil,Rio De Janeiro,city,2020-06-18,-50.0
Brazil,Rio De Janeiro,city,2020-06-19,-46.0
Brazil,Rio De Janeiro,city,2020-06-20,-49.0
Brazil,Rio De Janeiro,city,2020-06-21,-49.0
Brazil,Rio De Janeiro,city,2020-06-22,-36.0
Brazil,Rio De Janeiro,city,2020-06-23,-40.0
Brazil,Rio De Janeiro,city,2020-06-24,-46.0
Brazil,Rio De Janeiro,city,2020-06-25,-46.0
Brazil,Rio De Janeiro,city,2020-06-26,-44.0
Brazil,Rio De Janeiro,city,2020-06-27,-52.0
Brazil,Rio De Janeiro,city,2020-06-28,-54.0
Brazil,Rio De Janeiro,city,2020-06-29,-36.0
Brazil,Rio De Janeiro,city,2020-06-30,-38.0
Brazil,Rio De Janeiro,city,2020-07-01,-42.0
Brazil,Rio De Janeiro,city,2020-07-02,-41.0
Brazil,Rio De Janeiro,city,2020-07-03,-38.0
Brazil,Rio De Janeiro,city,2020-07-04,-44.0
Brazil,Rio De Janeiro,city,2020-07-05,-42.0
Brazil,Rio De Janeiro,city,2020-07-06,-26.0
Brazil,Rio De Janeiro,city,2020-07-07,-30.0
Brazil,Rio De Janeiro,city,2020-07-08,-36.0
Brazil,Rio De Janeiro,city,2020-07-09,-37.0
Brazil,Rio De Janeiro,city,2020-07-10,-37.0
Brazil,Rio De Janeiro,city,2020-07-11,-37.0
Brazil,Rio De Janeiro,city,2020-07-12,-36.0
Brazil,Rio De Janeiro,city,2020-07-13,-24.0
Brazil,Rio De Janeiro,city,2020-07-14,-33.0
Brazil,Rio De Janeiro,city,2020-07-15,-37.0
Brazil,Rio De Janeiro,city,2020-07-16,-36.0
Brazil,Rio De Janeiro,city,2020-07-17,-32.0
Brazil,Rio De Janeiro,city,2020-07-18,-36.0
Brazil,Rio De Janeiro,city,2020-07-19,-35.0
Brazil,Rio De Janeiro,city,2020-07-20,-28.000000000000004
Brazil,Rio De Janeiro,city,2020-07-21,-28.000000000000004
Brazil,Rio De Janeiro,city,2020-07-22,-35.0
Brazil,Rio De Janeiro,city,2020-07-23,-32.0
Brazil,Rio De Janeiro,city,2020-07-24,-30.0
Brazil,Rio De Janeiro,city,2020-07-25,-34.0
Brazil,Rio De Janeiro,city,2020-07-26,-30.0
Brazil,Rio De Janeiro,city,2020-07-27,-19.0
Brazil,Rio De Janeiro,city,2020-07-28,-25.0
Brazil,Rio De Janeiro,city,2020-07-29,-33.0
Brazil,Rio De Janeiro,city,2020-07-30,-36.0
Brazil,Rio De Janeiro,city,2020-07-31,-31.0
Brazil,Rio De Janeiro,city,2020-08-01,-34.0
Brazil,Rio De Janeiro,city,2020-08-02,-28.999999999999996
Brazil,Rio De Janeiro,city,2020-08-03,-18.0
Brazil,Rio De Janeiro,city,2020-08-04,-20.0
Brazil,Rio De Janeiro,city,2020-08-05,-27.0
Brazil,Rio De Janeiro,city,2020-08-06,-25.0
Brazil,Rio De Janeiro,city,2020-08-07,-21.0
Brazil,Rio De Janeiro,city,2020-08-08,-21.0
Brazil,Rio De Janeiro,city,2020-08-09,-17.0
Brazil,Rio De Janeiro,city,2020-08-10,-13.0
Brazil,Rio De Janeiro,city,2020-08-11,-19.0
Brazil,Rio De Janeiro,city,2020-08-12,-27.0
Brazil,Rio De Janeiro,city,2020-08-13,-25.0
Brazil,Rio De Janeiro,city,2020-08-14,-21.0
Brazil,Rio De Janeiro,city,2020-08-15,-23.0
Brazil,Rio De Janeiro,city,2020-08-16,-25.0
Brazil,Rio De Janeiro,city,2020-08-17,-13.0
Brazil,Rio De Janeiro,city,2020-08-18,-20.0
Brazil,Rio De Janeiro,city,2020-08-19,-26.0
Brazil,Rio De Janeiro,city,2020-08-20,-26.0
Brazil,Rio De Janeiro,city,2020-08-21,-43.0
Brazil,Rio De Janeiro,city,2020-08-22,-40.0
Brazil,Rio De Janeiro,city,2020-08-23,-37.0
Brazil,Rio De Janeiro,city,2020-08-24,-17.0
Brazil,Rio De Janeiro,city,2020-08-25,-20.0
Brazil,Rio De Janeiro,city,2020-08-26,-27.0
Brazil,Rio De Janeiro,city,2020-08-27,-26.0
Brazil,Rio De Janeiro,city,2020-08-28,-31.0
Brazil,Rio De Janeiro,city,2020-08-29,-34.0
Brazil,Rio De Janeiro,city,2020-08-30,-19.0
Brazil,Rio De Janeiro,city,2020-08-31,-8.0
Brazil,Rio De Janeiro,city,2020-09-01,-16.0
Brazil,Rio De Janeiro,city,2020-09-02,-22.0
Brazil,Rio De Janeiro,city,2020-09-03,-19.0
Brazil,Rio De Janeiro,city,2020-09-04,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-09-05,-13.0
Brazil,Rio De Janeiro,city,2020-09-06,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-09-07,-11.0
Brazil,Rio De Janeiro,city,2020-09-08,4.0
Brazil,Rio De Janeiro,city,2020-09-09,-19.0
Brazil,Rio De Janeiro,city,2020-09-10,-19.0
Brazil,Rio De Janeiro,city,2020-09-11,-17.0
Brazil,Rio De Janeiro,city,2020-09-12,-17.0
Brazil,Rio De Janeiro,city,2020-09-13,-11.0
Brazil,Rio De Janeiro,city,2020-09-14,-1.0
Brazil,Rio De Janeiro,city,2020-09-15,-12.0
Brazil,Rio De Janeiro,city,2020-09-16,-20.0
Brazil,Rio De Janeiro,city,2020-09-17,-18.0
Brazil,Rio De Janeiro,city,2020-09-18,-16.0
Brazil,Rio De Janeiro,city,2020-09-19,-18.0
Brazil,Rio De Janeiro,city,2020-09-20,-23.0
Brazil,Rio De Janeiro,city,2020-09-21,-9.0
Brazil,Rio De Janeiro,city,2020-09-22,-21.0
Brazil,Rio De Janeiro,city,2020-09-23,-25.0
Brazil,Rio De Janeiro,city,2020-09-24,-20.0
Brazil,Rio De Janeiro,city,2020-09-25,-15.0
Brazil,Rio De Janeiro,city,2020-09-26,-17.0
Brazil,Rio De Janeiro,city,2020-09-27,-11.0
Brazil,Rio De Janeiro,city,2020-09-28,-2.0
Brazil,Rio De Janeiro,city,2020-09-29,-11.0
Brazil,Rio De Janeiro,city,2020-09-30,-18.0
Brazil,Rio De Janeiro,city,2020-10-01,-32.0
Brazil,Rio De Janeiro,city,2020-10-02,-13.0
Brazil,Rio De Janeiro,city,2020-10-03,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-10-04,-16.0
Brazil,Rio De Janeiro,city,2020-10-05,-4.0
Brazil,Rio De Janeiro,city,2020-10-06,-6.0
Brazil,Rio De Janeiro,city,2020-10-07,-15.0
Brazil,Rio De Janeiro,city,2020-10-08,-12.0
Brazil,Rio De Janeiro,city,2020-10-09,-10.0
Brazil,Rio De Janeiro,city,2020-10-10,-12.0
Brazil,Rio De Janeiro,city,2020-10-11,-12.0
Brazil,Rio De Janeiro,city,2020-10-12,-7.000000000000001
Brazil,Rio De Janeiro,city,2020-10-13,7.000000000000001
Brazil,Rio De Janeiro,city,2020-10-14,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-10-15,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-10-16,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-10-17,-17.0
Brazil,Rio De Janeiro,city,2020-10-18,-9.0
Brazil,Rio De Janeiro,city,2020-10-19,-9.0
Brazil,Rio De Janeiro,city,2020-10-20,-4.0
Brazil,Rio De Janeiro,city,2020-10-21,-13.0
Brazil,Rio De Janeiro,city,2020-10-22,-16.0
Brazil,Rio De Janeiro,city,2020-10-23,-11.0
Brazil,Rio De Janeiro,city,2020-10-24,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-10-25,-13.0
Brazil,Rio De Janeiro,city,2020-10-26,-2.0
Brazil,Rio De Janeiro,city,2020-10-27,-6.0
Brazil,Rio De Janeiro,city,2020-10-28,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-10-29,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-10-30,-12.0
Brazil,Rio De Janeiro,city,2020-10-31,-18.0
Brazil,Rio De Janeiro,city,2020-11-01,-23.0
Brazil,Rio De Janeiro,city,2020-11-02,-19.0
Brazil,Rio De Janeiro,city,2020-11-03,1.0
Brazil,Rio De Janeiro,city,2020-11-04,-15.0
Brazil,Rio De Janeiro,city,2020-11-05,-16.0
Brazil,Rio De Janeiro,city,2020-11-06,-12.0
Brazil,Rio De Janeiro,city,2020-11-07,-10.0
Brazil,Rio De Janeiro,city,2020-11-08,-4.0
Brazil,Rio De Janeiro,city,2020-11-09,3.0
Brazil,Rio De Janeiro,city,2020-11-10,-6.0
Brazil,Rio De Janeiro,city,2020-11-11,-14.000000000000002
Brazil,Rio De Janeiro,city,2020-11-12,-12.0
Brazil,Rio De Janeiro,city,2020-11-13,-11.0
Brazil,Rio De Janeiro,city,2020-11-14,-13.0
Brazil,Rio De Janeiro,city,2020-11-15,-1.0
Brazil,Rio De Janeiro,city,2020-11-16,1.0
Brazil,Rio De Janeiro,city,2020-11-17,-4.0
Brazil,Rio De Janeiro,city,2020-11-18,-18.0
Brazil,Rio De Janeiro,city,2020-11-19,-11.0
Brazil,Rio De Janeiro,city,2020-11-20,-32.0
Brazil,Rio De Janeiro,city,2020-11-21,-22.0
Brazil,Rio De Janeiro,city,2020-11-22,-10.0
Brazil,Rio De Janeiro,city,2020-11-23,1.0
Brazil,Rio De Janeiro,city,2020-11-24,-7.000000000000001
Brazil,Rio De Janeiro,city,2020-11-25,-15.0
Brazil,Rio De Janeiro,city,2020-11-26,-11.0
Brazil,Rio De Janeiro,city,2020-11-27,-7.000000000000001
Brazil,Rio De Janeiro,city,2020-11-28,-5.0
Brazil,Rio De Janeiro,city,2020-11-29,11.0
Brazil,Rio De Janeiro,city,2020-11-30,8.0
Brazil,Rio De Janeiro,city,2020-12-01,2.0
Brazil,Rio De Janeiro,city,2020-12-02,-11.0
Brazil,Rio De Janeiro,city,2020-12-03,-9.0
Brazil,Rio De Janeiro,city,2020-12-04,-7.000000000000001
Brazil,Rio De Janeiro,city,2020-12-05,-10.0
Brazil,Rio De Janeiro,city,2020-12-06,-13.0
Brazil,Rio De Janeiro,city,2020-12-07,3.0
Brazil,Rio De Janeiro,city,2020-12-08,-2.0
Brazil,Rio De Janeiro,city,2020-12-09,-10.0
Brazil,Rio De Janeiro,city,2020-12-10,-9.0
Brazil,Rio De Janeiro,city,2020-12-11,-6.0
Brazil,Rio De Janeiro,city,2020-12-12,-8.0
Brazil,Rio De Janeiro,city,2020-12-13,-8.0
Brazil,Rio De Janeiro,city,2020-12-14,7.000000000000001
Brazil,Rio De Janeiro,city,2020-12-15,4.0
Brazil,Rio De Janeiro,city,2020-12-16,-4.0
Brazil,Rio De Janeiro,city,2020-12-17,-4.0
Brazil,Rio De Janeiro,city,2020-12-18,-2.0
Brazil,Rio De Janeiro,city,2020-12-19,-1.0
Brazil,Rio De Janeiro,city,2020-12-20,0.0
Brazil,Rio De Janeiro,city,2020-12-21,12.0
Brazil,Rio De Janeiro,city,2020-12-22,8.0
Brazil,Rio De Janeiro,city,2020-12-23,-1.0
Brazil,Rio De Janeiro,city,2020-12-24,-18.0
Brazil,Rio De Janeiro,city,2020-12-25,-48.0
Brazil,Rio De Janeiro,city,2020-12-26,-34.0
Brazil,Rio De Janeiro,city,2020-12-27,-27.0
Brazil,Rio De Janeiro,city,2020-12-28,-7.000000000000001
Brazil,Rio De Janeiro,city,2020-12-29,-4.0
Brazil,Rio De Janeiro,city,2020-12-30,-12.0
Brazil,Rio De Janeiro,city,2020-12-31,-26.0
Brazil,Rio De Janeiro,city,2021-01-01,-48.0
Brazil,Rio De Janeiro,city,2021-01-02,-41.0
Brazil,Rio De Janeiro,city,2021-01-03,-26.0
Brazil,Rio De Janeiro,city,2021-01-04,-2.0
Brazil,Rio De Janeiro,city,2021-01-05,-8.0
Brazil,Rio De Janeiro,city,2021-01-06,-14.000000000000002
Brazil,Rio De Janeiro,city,2021-01-07,-14.000000000000002
Brazil,Rio De Janeiro,city,2021-01-08,-12.0
Brazil,Rio De Janeiro,city,2021-01-09,-16.0
Brazil,Rio De Janeiro,city,2021-01-10,-8.0
Brazil,Rio De Janeiro,city,2021-01-11,3.0
Brazil,Rio De Janeiro,city,2021-01-12,-2.0
Brazil,Rio De Janeiro,city,2021-01-13,-12.0
Brazil,Rio De Janeiro,city,2021-01-14,-12.0
Brazil,Rio De Janeiro,city,2021-01-15,-9.0
Brazil,Rio De Janeiro,city,2021-01-16,-10.0
Brazil,Rio De Janeiro,city,2021-01-17,0.0
Brazil,Rio De Janeiro,city,2021-01-18,13.0
Brazil,Rio De Janeiro,city,2021-01-19,2.0
Brazil,Rio De Janeiro,city,2021-01-20,-23.0
Brazil,Rio De Janeiro,city,2021-01-21,-7.000000000000001
Brazil,Rio De Janeiro,city,2021-01-22,-11.0
Brazil,Rio De Janeiro,city,2021-01-23,-13.0
Brazil,Rio De Janeiro,city,2021-01-24,-5.0
Brazil,Rio De Janeiro,city,2021-01-25,10.0
Brazil,Rio De Janeiro,city,2021-01-26,-3.0
Brazil,Rio De Janeiro,city,2021-01-27,-12.0
Brazil,Rio De Janeiro,city,2021-01-28,-9.0
Brazil,Rio De Janeiro,city,2021-01-29,-9.0
Brazil,Rio De Janeiro,city,2021-01-30,-8.0
Brazil,Rio De Janeiro,city,2021-01-31,0.0
Brazil,Rio De Janeiro,city,2021-02-01,14.000000000000002
Brazil,Rio De Janeiro,city,2021-02-02,3.0
Brazil,Rio De Janeiro,city,2021-02-03,-9.0
Brazil,Rio De Janeiro,city,2021-02-04,-8.0
Brazil,Rio De Janeiro,city,2021-02-05,-10.0
Brazil,Rio De Janeiro,city,2021-02-06,-17.0
Brazil,Rio De Janeiro,city,2021-02-07,-12.0
Brazil,Rio De Janeiro,city,2021-02-08,4.0
Brazil,Rio De Janeiro,city,2021-02-09,-2.0
Brazil,Rio De Janeiro,city,2021-02-10,-9.0
Brazil,Rio De Janeiro,city,2021-02-11,-7.000000000000001
Brazil,Rio De Janeiro,city,2021-02-12,-6.0
Brazil,Rio De Janeiro,city,2021-02-13,-13.0
Brazil,Rio De Janeiro,city,2021-02-14,-19.0
Brazil,Rio De Janeiro,city,2021-02-15,-17.0
Brazil,Rio De Janeiro,city,2021-02-16,-17.0
Brazil,Rio De Janeiro,city,2021-02-17,-9.0
Brazil,Rio De Janeiro,city,2021-02-18,-13.0
Brazil,Rio De Janeiro,city,2021-02-19,-13.0
Brazil,Rio De Janeiro,city,2021-02-20,-17.0
Brazil,Rio De Janeiro,city,2021-02-21,-14.000000000000002
Brazil,Rio De Janeiro,city,2021-02-22,4.0
Brazil,Rio De Janeiro,city,2021-02-23,-5.0
Brazil,Rio De Janeiro,city,2021-02-24,-10.0
Brazil,Rio De Janeiro,city,2021-02-25,-11.0
Brazil,Rio De Janeiro,city,2021-02-26,-10.0
Brazil,Rio De Janeiro,city,2021-02-27,-17.0
Brazil,Rio De Janeiro,city,2021-02-28,-11.0
Brazil,Rio De Janeiro,city,2021-03-01,6.0
Brazil,Rio De Janeiro,city,2021-03-02,-1.0
Brazil,Rio De Janeiro,city,2021-03-03,-9.0
Brazil,Rio De Janeiro,city,2021-03-04,-8.0
Brazil,Rio De Janeiro,city,2021-03-05,-8.0
Brazil,Rio De Janeiro,city,2021-03-06,-19.0
Brazil,Rio De Janeiro,city,2021-03-07,-22.0
Brazil,Rio De Janeiro,city,2021-03-08,1.0
Brazil,Rio De Janeiro,city,2021-03-09,-4.0
Brazil,Rio De Janeiro,city,2021-03-10,-13.0
Brazil,Rio De Janeiro,city,2021-03-11,-12.0
Brazil,Rio De Janeiro,city,2021-03-12,-11.0
Brazil,Rio De Janeiro,city,2021-03-13,-19.0
Brazil,Salvador,city,2020-03-01,-18.0
Brazil,Salvador,city,2020-03-02,2.0
Brazil,Salvador,city,2020-03-03,2.0
Brazil,Salvador,city,2020-03-04,-9.0
Brazil,Salvador,city,2020-03-05,-7.000000000000001
Brazil,Salvador,city,2020-03-06,-2.0
Brazil,Salvador,city,2020-03-07,-9.0
Brazil,Salvador,city,2020-03-08,-8.0
Brazil,Salvador,city,2020-03-09,6.0
Brazil,Salvador,city,2020-03-10,3.0
Brazil,Salvador,city,2020-03-11,-7.000000000000001
Brazil,Salvador,city,2020-03-12,-7.000000000000001
Brazil,Salvador,city,2020-03-13,-1.0
Brazil,Salvador,city,2020-03-14,-7.000000000000001
Brazil,Salvador,city,2020-03-15,-13.0
Brazil,Salvador,city,2020-03-16,-6.0
Brazil,Salvador,city,2020-03-17,-23.0
Brazil,Salvador,city,2020-03-18,-43.0
Brazil,Salvador,city,2020-03-19,-49.0
Brazil,Salvador,city,2020-03-20,-54.0
Brazil,Salvador,city,2020-03-21,-70.0
Brazil,Salvador,city,2020-03-22,-77.0
Brazil,Salvador,city,2020-03-23,-67.0
Brazil,Salvador,city,2020-03-24,-72.0
Brazil,Salvador,city,2020-03-25,-76.0
Brazil,Salvador,city,2020-03-26,-76.0
Brazil,Salvador,city,2020-03-27,-73.0
Brazil,Salvador,city,2020-03-28,-78.0
Brazil,Salvador,city,2020-03-29,-78.0
Brazil,Salvador,city,2020-03-30,-69.0
Brazil,Salvador,city,2020-03-31,-71.0
Brazil,Salvador,city,2020-04-01,-71.0
Brazil,Salvador,city,2020-04-02,-70.0
Brazil,Salvador,city,2020-04-03,-68.0
Brazil,Salvador,city,2020-04-04,-70.0
Brazil,Salvador,city,2020-04-05,-75.0
Brazil,Salvador,city,2020-04-06,-62.0
Brazil,Salvador,city,2020-04-07,-62.0
Brazil,Salvador,city,2020-04-08,-64.0
Brazil,Salvador,city,2020-04-09,-62.0
Brazil,Salvador,city,2020-04-10,-72.0
Brazil,Salvador,city,2020-04-11,-73.0
Brazil,Salvador,city,2020-04-12,-72.0
Brazil,Salvador,city,2020-04-13,-62.0
Brazil,Salvador,city,2020-04-14,-65.0
Brazil,Salvador,city,2020-04-15,-68.0
Brazil,Salvador,city,2020-04-16,-69.0
Brazil,Salvador,city,2020-04-17,-66.0
Brazil,Salvador,city,2020-04-18,-69.0
Brazil,Salvador,city,2020-04-19,-74.0
Brazil,Salvador,city,2020-04-20,-59.0
Brazil,Salvador,city,2020-04-21,-76.0
Brazil,Salvador,city,2020-04-22,-61.0
Brazil,Salvador,city,2020-04-23,-68.0
Brazil,Salvador,city,2020-04-24,-63.0
Brazil,Salvador,city,2020-04-25,-69.0
Brazil,Salvador,city,2020-04-26,-72.0
Brazil,Salvador,city,2020-04-27,-60.0
Brazil,Salvador,city,2020-04-28,-60.0
Brazil,Salvador,city,2020-04-29,-64.0
Brazil,Salvador,city,2020-04-30,-56.00000000000001
Brazil,Salvador,city,2020-05-01,-74.0
Brazil,Salvador,city,2020-05-02,-65.0
Brazil,Salvador,city,2020-05-03,-69.0
